ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeing,Alcohol
1476,1,1,4,6,6,57,26,42,27,24,7,9,1
1477,1,0,5,1,6,32,37,45,40,43,2,3,1
1478,0,0,4,6,6,40,35,46,41,32,1,7,1
1479,0,0,4,6,6,27,49,56,43,38,8,10,1
1480,2,1,5,6,6,35,36,31,43,40,2,3,1
1481,1,1,4,6,5,49,42,51,49,43,2,6,0
1482,3,1,6,6,6,51,22,47,43,26,6,0,0
1483,3,1,8,5,6,27,40,47,44,47,3,5,1
1484,1,1,6,5,6,33,43,51,53,41,2,8,1
1485,2,0,5,6,6,41,32,43,44,33,6,3,0
1486,1,1,8,5,6,26,49,40,49,46,2,4,1
1487,0,0,4,3,6,25,47,54,32,37,5,9,1
1488,1,1,6,5,6,35,38,37,43,47,2,2,1
1489,0,0,6,0,6,43,40,45,36,46,7,4,1
1490,1,1,4,6,6,31,37,45,31,32,8,10,1
1491,1,1,8,5,6,49,35,42,33,49,6,0,1
1492,0,1,7,5,6,35,47,36,40,36,6,9,1
1493,0,0,4,6,6,50,36,41,40,30,7,8,1
1494,3,0,4,6,6,34,38,50,44,40,7,9,0
1495,0,0,4,6,6,55,33,43,41,29,7,6,1
1496,0,0,4,5,6,45,16,43,33,28,8,8,1
1497,0,0,4,5,6,28,33,46,39,39,2,6,0
1498,1,0,7,3,6,25,41,48,37,35,4,9,1
1499,3,1,0,6,6,42,39,43,40,34,4,4,1
1500,3,0,6,6,6,26,46,49,43,46,6,9,1
1501,1,0,8,6,5,32,43,46,39,42,5,9,1
1502,0,1,4,6,6,42,41,50,29,42,8,5,0
1503,0,0,6,6,6,40,26,52,42,38,4,4,1
1504,1,0,6,6,6,31,43,55,41,39,4,8,1
1505,0,1,6,6,3,31,40,44,44,38,7,9,1
1506,2,1,5,6,6,52,19,48,51,36,3,5,1
1507,3,1,8,5,6,36,50,53,47,54,3,4,1
1508,0,1,1,5,6,59,21,53,38,25,3,3,0
1509,0,1,6,5,6,46,35,52,31,39,4,7,1
1510,1,1,5,6,6,43,31,51,47,42,5,8,1
1511,1,0,4,6,6,45,24,45,40,35,1,3,0
1512,0,0,6,6,6,43,34,56,44,32,3,4,1
1513,0,0,0,6,6,56,35,48,39,41,1,3,1
1514,0,0,4,6,3,34,36,40,39,38,3,0,0
1515,1,0,3,6,6,48,22,48,41,27,4,4,0
1516,0,0,4,6,6,46,37,46,34,33,8,9,1
1517,0,0,3,6,6,28,52,56,36,39,8,10,1
1518,3,0,8,6,6,42,30,55,37,38,8,8,1
1519,0,0,5,6,6,36,28,57,37,43,4,7,1
1520,0,0,4,6,6,33,34,37,34,27,2,6,0
1521,0,0,4,3,6,49,38,45,42,32,4,5,1
1522,0,0,5,6,6,49,28,53,37,31,7,8,1
1523,1,0,5,6,6,35,19,54,52,45,1,0,0
1524,0,0,4,6,6,44,53,57,44,37,8,10,0
1525,0,0,3,6,6,51,23,54,46,31,5,7,0
1526,0,0,1,0,6,44,48,48,35,35,6,10,1
1527,0,0,3,6,6,41,48,54,40,38,8,8,1
1528,0,0,4,6,6,45,40,53,35,30,7,7,1
1529,0,1,6,5,6,20,52,50,33,43,7,10,1
1530,0,0,4,6,6,22,46,56,43,41,7,8,1
1531,0,0,0,2,6,25,33,53,51,38,6,9,0
1532,1,1,6,6,5,34,46,54,48,40,3,6,1
1533,0,0,4,6,6,46,27,50,42,22,6,5,1
1534,0,0,4,6,5,27,48,43,39,42,6,9,1
1535,1,0,3,0,6,36,42,39,45,37,2,8,1
1536,2,1,4,4,6,39,40,40,39,38,2,6,1
1537,0,1,4,6,5,31,45,48,55,53,1,5,1
1538,0,1,4,6,6,37,33,38,46,33,2,8,1
1539,0,1,4,6,5,36,51,42,40,55,6,10,0
1540,0,0,4,6,6,47,35,52,49,35,7,8,1
1541,0,1,4,6,6,42,39,57,52,43,6,3,1
1542,0,0,4,6,6,22,48,39,46,48,4,10,1
1543,1,0,4,6,6,44,18,48,34,26,6,8,1
1544,0,0,4,5,6,34,37,41,38,29,7,8,0
1545,0,0,4,6,6,44,45,52,47,36,4,6,0
1546,0,1,4,6,6,46,33,52,44,41,2,7,0
1547,0,0,3,6,5,33,26,48,39,33,5,7,0
1548,0,1,4,6,6,50,41,52,43,46,5,8,0
1549,1,0,6,5,6,25,36,34,45,50,1,3,1
1550,1,1,7,5,6,29,33,50,45,50,2,3,1
1551,1,1,5,5,6,31,40,38,45,42,4,4,1
1552,4,1,5,5,6,40,29,33,37,39,1,0,0
1553,3,1,4,5,6,34,33,37,39,45,3,6,1
1554,3,1,5,5,6,30,36,37,49,48,1,0,1
1555,0,0,4,5,6,35,22,40,31,39,7,5,1
1556,1,0,7,5,6,22,47,46,43,51,4,6,1
1557,0,1,7,5,6,39,45,39,45,44,3,7,1
1558,1,1,4,5,6,24,50,42,53,49,4,5,1
1559,4,1,6,5,6,20,50,49,48,52,4,4,0
1560,0,1,6,5,-4,27,39,40,38,50,2,5,1
1561,1,1,7,5,0,43,41,41,37,49,1,3,0
1562,2,1,6,5,6,42,29,44,45,41,2,0,0
1563,3,1,0,5,6,38,38,37,39,40,3,4,0
1564,2,0,5,5,6,43,29,40,42,33,6,6,0
1565,2,1,6,5,6,35,51,26,38,56,1,1,1
1566,3,1,5,5,6,31,38,36,52,54,2,4,1
1567,2,1,5,5,6,44,45,48,51,44,1,2,1
1568,3,1,5,5,6,57,20,44,37,36,2,1,0
1569,2,0,7,5,6,22,45,54,54,42,4,5,1
1570,1,0,6,5,6,35,43,38,38,40,1,3,1
1571,1,1,7,5,6,26,48,43,42,42,6,3,1
1572,3,0,5,5,6,28,37,46,54,47,2,4,1
1573,0,1,4,5,6,30,38,40,47,46,2,1,0
1574,1,1,7,5,6,39,40,44,47,45,4,8,1
1575,3,1,5,5,6,46,42,51,53,38,6,3,0
1576,2,1,6,5,6,35,46,38,49,52,1,0,0
1577,2,1,4,5,6,33,41,33,40,45,1,4,0
1578,1,1,7,5,6,33,45,42,52,48,4,3,1
1579,3,1,6,5,6,26,39,38,40,46,1,3,0
1580,3,1,7,5,6,40,37,55,51,47,3,4,0
1581,2,1,1,5,6,31,41,43,51,46,1,4,1
1582,3,1,5,5,6,42,29,29,37,43,1,0,1
1583,2,1,7,5,6,33,39,37,46,51,3,3,0
1584,2,0,5,5,6,39,31,46,48,43,2,3,1
1585,2,1,7,5,6,43,54,47,54,43,4,8,1
1586,1,1,6,5,6,37,47,47,42,46,6,7,1
1587,2,1,6,5,6,36,39,52,41,46,4,3,1
1588,2,1,5,5,6,32,45,34,39,45,3,5,1
1589,2,0,1,5,6,24,53,42,39,43,3,5,1
1590,2,0,5,5,6,19,49,46,45,48,5,6,0
1591,2,1,6,5,6,44,35,40,52,49,3,7,1
1592,3,1,5,5,6,19,45,39,58,49,1,0,1
1593,3,1,6,5,6,28,52,43,50,45,6,10,1
1594,2,1,8,5,6,36,45,48,43,41,3,4,1
1595,1,1,6,5,6,33,47,43,42,45,2,3,1
1596,1,1,6,5,6,30,51,52,43,40,7,8,1
1597,4,1,4,5,6,35,44,47,46,45,3,1,1
1598,2,1,6,5,6,29,42,39,47,43,2,3,1
1599,1,1,7,5,6,28,48,33,44,47,2,3,1
1600,1,1,5,5,6,25,47,36,45,42,2,3,0
1601,1,1,5,5,6,29,46,38,42,46,4,5,1
1602,1,0,7,5,6,37,44,47,37,52,2,1,0
1603,4,1,7,5,6,39,43,53,41,36,5,8,1
1604,1,1,6,5,6,35,56,57,49,35,8,9,0
1605,3,0,1,5,6,32,52,46,48,50,1,3,1
1606,1,1,6,5,0,33,53,30,37,41,7,5,0
1607,2,1,5,5,6,22,49,49,46,46,2,2,1
1608,2,1,7,5,6,28,42,46,42,49,3,5,1
1609,1,0,4,6,6,33,32,59,37,37,7,8,0
1610,1,1,6,5,6,34,32,34,49,47,2,0,0
1611,3,1,6,5,6,38,44,39,48,38,1,0,1
1612,1,1,6,5,6,32,37,36,50,48,1,1,0
1613,2,1,6,5,-4,37,48,39,46,42,3,5,1
1614,1,0,4,5,6,15,54,48,33,46,6,9,0
1615,2,1,8,5,6,25,43,54,50,57,3,6,1
1616,4,0,5,5,6,42,29,35,48,39,4,5,1
1617,1,0,7,5,6,41,40,51,47,40,6,10,1
1618,3,0,5,5,6,39,41,38,47,46,5,4,1
1619,1,0,4,6,6,39,38,53,41,35,6,10,1
1620,3,0,5,5,6,37,40,43,39,47,3,7,1
1621,1,0,6,5,1,49,38,39,41,40,4,4,1
1622,2,0,5,5,6,22,39,50,46,49,4,5,1
1623,2,0,6,5,6,41,34,37,47,35,4,2,1
1624,3,0,7,5,6,37,35,45,38,40,2,3,1
1625,2,0,4,5,6,28,43,46,44,43,3,6,1
1626,2,1,5,5,6,28,42,37,48,47,1,2,1
1627,1,1,5,5,6,23,44,36,47,46,1,2,1
1628,1,1,7,5,6,20,48,37,42,51,1,0,0
1629,1,1,7,5,6,42,40,46,48,42,1,4,0
1630,3,1,5,5,6,37,39,40,45,46,5,4,0
1631,2,1,6,5,6,34,43,52,36,34,4,7,1
1632,2,1,5,5,6,18,43,45,58,49,2,3,1
1633,2,0,5,1,6,51,41,43,43,53,7,10,1
1634,3,1,5,5,1,32,42,40,41,45,6,7,1
1635,0,1,3,5,6,36,30,37,43,42,1,0,0
1636,4,0,0,5,6,23,40,34,46,46,2,4,1
1637,3,1,5,5,6,36,44,34,36,42,2,2,0
1638,0,0,4,6,6,53,31,47,33,34,6,9,1
1639,3,1,1,5,6,38,36,41,45,45,2,4,1
1640,3,1,5,5,6,35,41,39,42,40,4,2,1
1641,2,1,5,5,6,39,44,42,47,43,5,6,1
1642,3,1,5,5,6,46,40,45,49,48,4,3,1
1643,1,1,7,5,6,21,43,36,41,49,1,3,0
1644,3,1,5,5,6,36,34,46,46,41,2,3,0
1645,1,1,7,5,6,29,39,41,48,44,3,5,0
1646,3,0,1,5,6,36,47,44,43,41,3,4,1
1647,2,0,5,5,6,36,33,47,49,46,1,1,1
1648,2,0,5,5,6,44,34,42,46,39,4,7,1
1649,1,1,7,5,6,29,43,45,48,51,3,4,0
1650,1,1,6,5,6,34,38,40,41,51,2,5,0
1651,1,1,6,5,6,36,50,54,51,46,7,7,1
1652,4,0,4,6,6,21,31,40,33,39,2,8,0
1653,0,0,6,6,6,38,31,48,40,33,4,2,1
1654,1,1,8,5,6,28,46,44,54,51,2,6,1
1655,4,0,1,5,6,39,38,41,32,45,3,2,1
1656,2,1,6,5,6,28,47,33,48,48,2,1,1
1657,0,1,6,5,6,52,31,41,39,43,1,7,0
1658,1,0,4,1,6,21,41,44,40,48,3,6,0
1659,0,0,5,5,6,34,45,59,46,42,7,9,0
1660,3,1,6,5,6,18,44,48,44,45,1,3,1
1661,2,1,5,5,6,51,41,58,34,31,8,10,0
1662,0,1,0,5,6,29,39,44,53,40,2,7,0
1663,1,0,5,3,6,29,47,46,46,41,6,8,1
1664,1,1,4,5,6,26,40,44,46,36,4,7,0
1665,1,1,8,5,6,36,43,49,48,41,8,9,1
1666,1,1,6,5,6,30,43,41,55,48,4,5,1
1667,0,0,4,5,6,36,46,56,39,43,8,9,0
1668,1,1,8,0,6,37,37,35,43,48,1,1,0
1669,2,0,5,5,6,42,32,40,37,45,4,7,0
1670,2,1,6,0,6,25,36,41,46,48,6,8,0
1671,3,0,6,5,6,42,34,33,36,43,2,3,1
1672,4,0,6,5,6,42,37,54,49,33,2,5,1
1673,1,1,6,5,6,30,41,42,48,33,3,6,0
1674,1,0,5,4,6,26,43,52,46,47,2,5,0
1675,3,0,5,5,6,31,41,36,41,55,2,2,1
1676,2,0,5,5,6,28,47,31,41,38,3,2,1
1677,1,1,6,5,6,56,24,39,50,37,1,3,0
1678,0,1,4,6,6,49,40,46,48,40,4,5,1
1679,3,1,5,5,6,33,45,34,51,49,2,1,1
1680,0,1,6,5,6,37,44,46,28,52,4,7,0
1681,0,1,6,5,6,35,48,41,46,45,2,4,1
1682,3,1,4,5,6,33,50,40,51,46,2,3,1
1683,3,0,5,5,6,31,43,38,38,41,3,8,1
1684,0,0,4,6,1,37,28,46,46,30,3,5,0
1685,1,0,6,6,6,41,23,49,48,44,3,10,1
1686,0,1,4,6,1,49,25,52,43,33,3,7,0
1687,2,1,5,5,6,26,44,43,47,46,3,5,1
1688,1,1,5,1,6,50,22,38,55,40,2,1,1
1689,1,1,7,6,6,37,46,56,46,40,5,6,1
1690,2,0,4,6,6,46,29,40,33,42,1,4,1
1691,1,0,4,3,6,54,27,47,52,35,4,4,0
1692,1,1,8,5,6,23,45,46,57,40,3,5,1
1693,1,1,6,5,6,43,38,44,46,39,1,5,1
1694,1,1,6,5,6,31,45,39,52,49,1,2,1
1695,3,0,7,5,6,27,38,46,41,39,7,5,1
1696,2,0,5,5,6,31,44,45,42,37,6,5,1
1697,0,0,4,6,6,37,27,43,45,39,2,4,0
1698,4,0,8,5,6,25,40,51,35,49,3,6,1
1699,3,1,6,5,6,42,36,51,42,45,5,3,0
1700,1,1,7,6,6,21,45,51,42,42,3,6,1
1701,0,0,4,6,6,49,33,58,31,27,8,7,0
1702,2,1,6,6,6,54,34,58,48,42,7,10,1
1703,1,1,5,5,6,30,43,32,45,48,2,3,1
1704,0,0,4,6,6,32,35,42,45,33,3,4,1
1705,0,0,3,1,6,40,41,46,37,35,5,6,1
1706,4,0,4,5,6,42,27,38,38,28,5,6,0
1707,0,0,6,5,6,27,42,36,39,53,3,6,0
1708,0,1,5,5,6,31,45,42,49,41,5,3,1
1709,2,1,6,5,6,31,46,40,45,49,4,5,1
1710,3,1,6,5,6,26,48,40,49,41,3,4,1
1711,2,1,3,5,6,28,34,51,37,44,2,5,0
1712,1,1,6,5,6,36,51,50,44,41,7,9,1
1713,2,1,7,5,6,28,44,40,36,44,2,5,1
1714,2,1,8,5,5,17,51,46,47,56,6,5,0
1715,3,1,1,5,6,35,38,34,51,51,1,2,1
1716,3,0,5,5,6,48,43,50,38,48,2,5,0
1717,3,0,7,5,6,34,45,42,38,35,3,4,1
1718,2,1,7,5,5,40,34,53,48,46,2,5,1
1719,3,0,5,5,6,25,42,43,37,43,3,4,1
1720,1,1,6,5,6,36,37,46,49,31,2,6,1
1721,1,1,6,5,6,40,47,38,57,50,1,1,0
1722,1,1,3,5,6,31,41,28,47,49,5,3,1
1723,3,0,6,5,6,35,47,51,49,53,7,8,1
1724,4,0,5,5,6,19,39,36,47,45,3,3,1
1725,3,1,5,5,6,24,41,42,45,46,1,3,1
1726,1,1,1,5,6,25,31,30,54,46,0,0,0
1727,1,1,7,5,6,37,42,50,38,38,0,3,1
1728,0,1,1,5,6,21,42,33,54,47,3,2,0
1729,3,0,7,5,6,28,33,43,40,39,3,4,1
1730,0,0,4,3,6,18,46,46,44,52,0,5,0
1731,1,1,4,5,6,42,30,41,43,36,3,8,1
1732,3,0,7,5,6,32,38,48,42,43,3,5,1
1733,1,0,5,5,6,40,34,40,35,50,4,2,0
1734,3,0,5,5,6,27,38,35,43,43,1,1,1
1735,3,1,5,5,6,26,45,42,49,51,4,6,1
1736,1,1,7,5,6,16,42,30,55,54,3,4,1
1737,2,0,5,5,6,23,46,48,51,44,2,8,1
1738,3,0,5,5,6,24,38,45,46,42,3,4,1
1739,4,1,0,5,6,34,41,41,49,46,2,4,1
1740,1,1,5,5,6,38,40,43,45,42,2,2,0
1741,3,1,6,5,6,27,42,42,42,49,1,0,1
1742,1,1,6,6,6,50,44,52,32,42,1,2,1
1743,2,0,6,5,6,22,45,53,39,38,5,8,1
1744,2,1,7,5,6,30,43,42,41,48,3,3,1
1745,4,1,4,5,6,31,33,36,46,42,2,4,0
1746,1,1,1,5,6,20,46,39,56,55,1,3,0
1747,2,1,7,5,1,33,36,42,44,43,3,2,0
1748,3,1,4,5,6,37,45,49,52,41,4,5,1
1749,0,0,6,6,6,49,35,60,60,36,6,10,1
1750,1,1,2,6,6,58,37,43,30,26,6,5,1
1751,3,0,1,5,6,33,43,40,39,45,3,5,1
1752,1,1,6,6,6,54,44,55,36,37,7,9,1
1753,1,0,6,5,6,29,46,41,55,49,5,4,1
1754,1,1,5,5,6,34,50,46,44,39,6,6,1
1755,0,0,4,6,6,26,41,49,27,30,6,10,0
1756,0,1,3,6,6,46,49,59,40,49,5,8,1
1757,0,0,3,6,6,43,40,55,47,29,5,7,1
1758,2,0,5,5,6,46,37,29,41,47,1,0,1
1759,3,0,7,0,6,27,37,47,38,49,8,7,0
1760,2,0,7,3,6,33,27,46,41,44,3,1,1
1761,3,1,5,5,6,30,42,47,34,48,4,5,1
1762,2,1,5,5,6,33,36,45,41,47,6,7,1
1763,0,0,4,6,6,41,32,46,28,31,2,8,0
1764,0,1,6,3,6,28,32,57,45,57,3,9,0
1765,2,0,1,5,6,45,38,47,45,35,6,9,1
1766,1,1,4,6,6,41,52,55,41,48,2,9,0
1767,1,1,6,6,6,44,31,54,58,44,2,4,1
1768,0,0,4,6,6,39,26,47,51,56,1,4,0
1769,1,1,4,3,6,45,33,54,43,37,3,3,1
1770,2,1,5,5,6,28,43,38,47,42,2,5,1
1771,1,0,6,6,6,31,46,46,46,42,6,10,1
1772,4,0,4,6,6,33,30,45,34,48,5,3,0
1773,0,0,3,6,-4,32,48,53,43,38,5,9,0
1774,1,1,7,6,6,45,44,43,35,36,6,10,1
1775,0,1,3,4,6,44,37,49,46,34,2,7,0
1776,0,0,4,6,6,27,43,49,46,45,2,4,0
1777,0,1,6,6,6,44,32,55,45,49,6,10,1
1778,3,1,1,5,6,46,35,34,41,35,8,10,0
1779,0,1,6,6,6,35,42,46,26,47,6,8,1
1780,3,0,4,6,6,33,40,48,45,40,6,9,0
1781,0,1,6,6,6,49,35,31,34,34,4,7,1
1782,0,0,3,1,6,23,36,35,32,50,2,6,1
1783,1,1,2,5,6,32,43,51,46,50,6,7,1
1784,1,1,4,5,-4,48,34,40,36,35,7,10,1
1785,0,0,4,6,1,46,32,43,42,32,4,7,1
1786,1,1,7,5,6,34,36,43,46,44,1,1,1
1787,0,0,4,6,6,29,59,57,43,36,5,9,1
1788,0,0,6,6,6,41,33,47,48,37,3,9,0
1789,3,1,6,3,6,32,32,45,39,46,2,4,1
1790,0,0,4,6,6,36,39,59,36,30,8,10,1
1791,0,0,2,6,6,37,42,49,35,39,8,6,0
1792,2,1,8,6,6,33,39,51,44,55,1,1,0
1793,0,0,6,6,6,42,29,57,39,57,4,9,1
1794,0,0,4,6,6,31,39,50,54,38,2,3,0
1795,0,1,4,6,6,44,27,60,44,36,8,9,0
1796,1,0,6,3,6,36,44,53,40,47,4,9,1
1797,2,1,1,5,6,43,36,31,38,27,3,4,0
1798,0,0,4,6,6,39,39,57,45,30,7,8,1
1799,0,0,6,6,6,50,29,46,29,36,6,8,0
1800,4,0,7,5,6,30,51,32,36,52,6,7,1
1801,3,0,4,6,6,56,31,46,26,20,3,9,0
1802,1,0,8,6,6,41,50,60,51,53,5,10,1
1803,0,0,7,6,5,28,43,55,50,43,7,7,0
1804,0,0,4,6,6,34,51,53,45,34,6,8,1
1805,0,0,5,6,5,40,39,55,51,37,5,6,0
1806,0,0,4,6,6,44,36,52,46,38,5,9,1
1807,2,1,5,6,6,36,34,40,42,33,5,2,0
1808,2,0,6,6,5,34,33,54,39,29,5,9,1
1809,0,1,7,5,1,40,34,42,44,39,1,1,0
1810,0,1,2,6,6,48,47,53,33,43,6,10,0
1811,0,0,6,6,6,30,31,53,35,48,5,10,1
1812,0,0,4,6,6,22,34,53,43,55,2,5,1
1813,1,1,3,3,6,49,39,49,34,32,6,10,0
1814,1,0,6,3,0,29,44,47,42,38,7,9,0
1815,2,1,6,1,6,45,35,59,40,51,4,9,0
1816,0,1,7,5,6,37,42,39,53,48,2,2,1
1817,3,0,6,5,6,20,40,47,38,41,5,7,1
1818,0,1,4,6,5,35,31,48,50,44,6,8,0
1819,1,1,6,6,6,37,44,50,39,41,8,8,1
1820,0,0,7,6,6,14,55,54,45,51,3,9,1
1821,0,0,4,6,6,51,25,55,39,21,8,5,0
1822,3,1,4,6,6,49,39,49,46,37,8,4,0
1823,0,0,4,6,6,28,42,57,36,36,3,7,0
1824,0,1,4,6,6,48,31,53,41,24,6,5,0
1825,1,0,6,5,0,31,29,42,41,39,5,7,1
1826,0,0,6,6,6,36,32,47,34,42,3,3,1
1827,0,1,6,6,6,38,38,52,51,42,6,6,0
1828,1,1,6,6,6,26,29,47,45,44,3,8,0
1829,1,1,7,6,6,32,47,49,26,41,6,9,1
1830,1,1,6,6,5,44,28,44,33,33,1,2,0
1831,1,1,6,0,6,37,22,48,36,35,2,4,1
1832,0,0,3,3,6,38,40,49,37,27,4,9,1
1833,0,0,6,6,5,14,52,52,45,55,2,6,1
1834,2,1,6,6,6,32,32,48,41,50,3,5,1
1835,1,0,4,6,6,29,44,43,40,44,6,7,1
1836,3,0,6,6,6,42,34,46,40,30,7,8,0
1837,2,1,5,6,6,54,26,52,45,28,6,2,0
1838,2,1,4,6,6,39,29,49,48,40,3,8,0
1839,2,1,5,6,6,35,34,46,47,44,1,0,1
1840,1,1,5,0,6,22,46,57,52,44,7,10,0
1841,4,1,6,6,6,40,44,49,52,41,6,4,0
1842,0,0,4,3,6,37,37,55,41,33,7,9,1
1843,1,0,6,6,5,47,39,54,29,48,5,4,0
1844,3,0,8,5,6,33,34,46,32,41,3,4,1
1845,0,0,4,6,6,30,43,58,51,45,4,8,1
1846,3,0,6,6,6,35,44,50,48,50,3,6,1
1847,0,0,4,6,6,24,48,52,50,49,6,7,1
1848,0,1,6,6,6,51,33,54,37,31,9,10,1
1849,0,1,4,1,6,42,33,49,47,49,8,9,0
1850,3,0,5,6,1,26,33,39,38,47,1,4,0
1851,1,1,6,6,6,55,30,57,48,34,4,2,0
1852,0,0,2,0,6,39,44,44,41,32,6,9,1
1853,1,0,5,6,5,40,46,45,40,47,4,5,1
1854,1,1,7,5,6,34,39,43,41,48,3,8,1
1855,2,0,1,6,6,31,31,43,46,41,3,3,0
1856,0,0,4,6,6,34,48,44,29,45,3,7,1
1857,0,0,4,6,6,22,41,58,41,42,6,7,0
1858,0,0,2,0,6,34,40,50,41,30,7,9,1
1859,2,0,5,3,6,25,47,50,43,43,2,7,0
1860,0,0,4,6,6,39,36,44,33,35,1,8,0
1861,0,0,4,6,6,52,42,56,42,28,9,7,1
1862,0,0,3,6,6,33,42,49,42,41,6,9,0
1863,2,0,4,3,6,32,40,51,45,43,3,8,1
1864,4,1,6,1,6,21,32,53,40,37,2,6,1
1865,1,1,6,6,5,32,40,54,42,45,6,7,1
1866,3,0,0,6,6,43,37,49,36,44,5,7,1
1867,0,1,4,6,6,42,44,60,36,48,6,9,1
1868,1,0,4,6,6,19,40,58,37,45,3,7,1
1869,0,1,5,6,6,36,40,59,39,25,6,9,1
1870,0,1,6,6,6,37,34,55,45,52,2,5,1
1871,0,1,4,6,6,47,37,48,38,41,8,5,1
1872,0,0,4,3,6,30,39,48,32,31,4,7,0
1873,0,0,4,6,6,34,47,55,41,42,4,8,0
1874,1,1,6,3,6,26,46,57,54,50,2,6,1
1875,0,0,3,6,6,46,37,55,36,43,2,7,1
1876,0,0,4,1,6,28,40,59,48,30,6,10,1
1877,0,0,2,6,6,43,31,50,39,39,5,7,1
1878,5,0,4,6,6,55,39,59,49,37,3,6,1
1879,0,0,4,6,3,35,27,50,38,41,7,9,1
1880,1,0,4,1,5,34,36,55,37,36,5,7,1
1881,0,0,2,6,6,50,26,42,31,46,3,9,1
1882,0,0,6,1,6,35,27,52,38,55,2,5,0
1883,0,0,4,3,6,28,42,48,41,40,6,8,0
1884,0,1,4,6,6,25,51,57,48,33,6,10,1
1885,0,0,4,6,6,33,51,50,48,30,6,8,1
1886,1,1,6,6,6,47,30,37,31,31,5,4,0
1887,0,1,4,6,6,45,26,48,32,22,7,9,1
1888,0,0,4,4,6,31,53,56,50,45,6,9,0
